FID,OBJECTID,FID_,biosum_plo,statecd,invyr,unitcd,countycd,plot,measyear,measmon,measday,elev,fvs_varian,half_state,subplot_co,gis_yard_d,gis_protec,gis_roadle,all_cond_n,plot_acces,num_cond,one_cond_y,lat,lon,macro_brea,merch_haul,merch_ha_1,merch_ha_2,chip_haul_,chip_hau_1,chip_hau_2,biosum_sta,gis_status,idb_plot_i,cn,NEAR_FID,NEAR_DIST,NEAR_X,NEAR_Y
4167,4168,4167,120140606041000000000000.000000000000000,6,2014,2,89,94434,2014,4,7,1300,CA,CA, , ,N,N,N,Y,3,N,40.659999999999997,-122.459999999999990,24, , , , , , ,1,1, ,216961778020000.000000000000000,295791,199.430457673000010,-208243.713500000010000,296450.524099999980000
4168,4169,4168,120140606041000000000000.000000000000000,6,2014,2,89,95078,2014,9,4,3300,CA,CA, , ,N,N,N,Y,1,Y,40.359999999999999,-122.989999999999990,24, , , , , , ,1,1, ,216959563020000.000000000000000,1541238,125.207219131000000,-253909.631700000000000,264323.595299999990000
4169,4170,4169,120140606041000000000000.000000000000000,6,2014,2,89,95198,2014,4,10,700,CA,CA, , ,N,N,N,Y,3,N,40.539999999999999,-122.160000000000000,24, , , , , , ,1,1, ,216961743020000.000000000000000,2109641,307.225437555999970,-183187.381599999990000,282290.032899999990000
4170,4171,4170,120140606041000000000000.000000000000000,6,2014,2,89,96049,2014,6,18,5500,CA,CA, , ,N,N,N,Y,1,Y,40.740000000000002,-121.520000000000000,24, , , , , , ,1,1, ,216961180020000.000000000000000,370253,211.075356354000010,-128609.703299999990000,303748.684000000010000
4171,4172,4171,120140606041000000000000.000000000000000,6,2014,2,89,96723,2014,4,8,1100,CA,CA, , ,N,N,N,Y,2,N,40.829999999999998,-122.360000000000000,24, , , , , , ,1,1, ,216959975020000.000000000000000,1537026,428.481713593999980,-199209.246799999990000,315528.255000000000000
4172,4173,4172,120140606041000000000000.000000000000000,6,2014,2,89,97811,2014,7,8,3100,CA,CAMIX, , ,N,N,N,Y,2,N,40.969999999999999,-122.360000000000000,24, , , , , , ,1,1, ,216960805020000.000000000000000,296654,102.726843418000000,-198801.997399999990000,330720.600299999990000
4173,4174,4173,120140606041000000000000.000000000000000,6,2014,2,89,99987,2014,6,19,5100,CA,CA, , ,N,N,N,Y,1,Y,40.710000000000001,-121.380000000000000,24, , , , , , ,1,1, ,216961662020000.000000000000000,1404988,247.444105213999990,-116704.951900000000000,300395.382300000000000
4174,4175,4174,120140606041000000000000.000000000000000,6,2014,3,91,50095,2014,6,26,6300,WS,CA, , ,N,N,N,Y,3,N,39.539999999999999,-120.130000000000000,24, , , , , , ,1,1, ,216960767020000.000000000000000,253665,494.495192880999980,-10725.791200000000000,169583.806900000000000
4175,4176,4175,120140606041000000000000.000000000000000,6,2014,3,91,56116,2014,6,3,5300,WS,CAMIX, , ,N,N,N,Y,2,N,39.600000000000001,-120.900000000000010,24, , , , , , ,1,1, ,216959397020000.000000000000000,253197,24.357072240600001,-77216.706600000005000,176394.672900000010000
4176,4177,4176,120140606041000000000000.000000000000000,6,2014,3,91,56213,2014,7,8,6500,WS,CAMIX, , ,N,N,N,Y,2,N,39.479999999999997,-120.260000000000010,24, , , , , , ,1,1, ,216959976020000.000000000000000,254802,124.603032293000000,-22262.656400000000000,162802.942799999990000
4177,4178,4177,120140606041000000000000.000000000000000,6,2014,3,91,68779,2014,7,2,6500,WS,CAMIX, , ,N,N,N,Y,1,Y,39.640000000000001,-120.319999999999990,24, , , , , , ,1,1, ,216961368020000.000000000000000,252534,918.128866933000040,-26652.535700000000000,180967.157500000000000
4178,4179,4178,120140606041000000000000.000000000000000,6,2014,3,91,79683,2014,6,24,7100,WS,CA, , ,N,N,N,Y,2,N,39.520000000000003,-120.480000000000000,24, , , , , , ,1,1, ,216959545020000.000000000000000,253990,245.276712542000010,-41437.567083800001000,167088.287025000000000
4179,4180,4179,120140606041000000000000.000000000000000,6,2014,3,91,91513,2014,6,2,5700,WS,CAMIX, , ,N,N,N,Y,1,Y,39.500000000000000,-120.770000000000000,24, , , , , , ,1,1, ,216960584020000.000000000000000,1493445,108.996732085999990,-66186.817412699995000,165282.961317000010000
4180,4181,4180,120140606041000000000000.000000000000000,6,2014,3,91,96353,2014,6,5,4100,WS,CAMIX, , ,N,N,N,Y,2,N,39.450000000000003,-120.900000000000010,24, , , , , , ,1,1, ,216959440020000.000000000000000,252313,312.281594133999990,-77613.542199999996000,159492.343599999990000
4181,4182,4181,120140606041000000000000.000000000000000,6,2014,3,91,98691,2014,6,30,5100,WS,CAMIX, , ,N,N,N,Y,1,Y,39.689999999999998,-120.430000000000010,24, , , , , , ,1,1, ,216961531020000.000000000000000,1490529,261.978792940000010,-36757.257299999997000,186343.388100000010000
4182,4183,4182,120140606041000000000000.000000000000000,6,2014,2,93,50287,2014,8,2,1700,NC,CA, , ,N,N,N,Y,1,Y,41.390000000000001,-123.520000000000000,24, , , , , , ,1,1, ,216959464020000.000000000000000,307395,170.258978837000000,-294808.846000000020000,380302.407400000030000
4183,4184,4183,120140606041000000000000.000000000000000,6,2014,2,93,50800,2014,8,27,1100,NC,CA, , ,N,N,N,Y,2,N,41.340000000000003,-123.400000000000010,24, , , , , , ,1,1, ,216959463020000.000000000000000,1686274,56.071199409099997,-284788.991299999990000,374285.277783000030000
4184,4185,4184,120140606041000000000000.000000000000000,6,2014,2,93,52095,2014,5,22,4300,SO,CAMIX, , ,N,N,N,Y,1,Y,41.369999999999997,-121.930000000000010,24, , , , , , ,1,1, ,216961608020000.000000000000000,1529812,30.270656382599999,-161654.782547000010000,374200.910251999970000
4185,4186,4185,120140606041000000000000.000000000000000,6,2014,2,93,52128,2014,7,24,5500,CA,CAMIX, , ,N,N,N,Y,2,N,41.430000000000000,-123.209999999999990,24, , , , , , ,1,1, ,216959154020000.000000000000000,1594253,5839.756747460000000,-268319.671199999980000,377928.431600000010000
4186,4187,4186,120140606041000000000000.000000000000000,6,2014,2,93,52785,2014,9,15,2500,NC,CAMIX, , ,N,N,N,Y,1,Y,41.530000000000001,-123.599999999999990,24, , , , , , ,1,1, ,216960382020000.000000000000000,1576074,156.174302281000000,-300674.286499999990000,396156.453600000010000
4187,4188,4187,120140606041000000000000.000000000000000,6,2014,2,93,53473,2014,5,15,5100,CA,CAMIX, , ,N,N,N,Y,1,Y,41.289999999999999,-122.420000000000000,24, , , , , , ,1,1, ,216959527020000.000000000000000,1541733,61.411686855200003,-202938.845800000010000,366277.741099999980000
4188,4189,4188,120140606041000000000000.000000000000000,6,2014,2,93,55987,2014,4,9,4500,SO,CA, , ,N,N,N,Y,2,N,41.670000000000002,-122.290000000000010,24, , , , , , ,1,1, ,216959500020000.000000000000000,1576992,199.982053162999990,-191106.673299999990000,408004.870400000010000
4189,4190,4189,120140606041000000000000.000000000000000,6,2014,2,93,56386,2014,6,30,5100,CA,CA, , ,N,N,N,Y,2,N,41.770000000000003,-122.950000000000000,24, , , , , , ,1,1, ,216959113020000.000000000000000,1605447,89.919053091799995,-245683.219600000010000,420828.558200000030000
4190,4191,4190,120140606041000000000000.000000000000000,6,2014,2,93,57683,2014,9,29,4900,SO,CA, , ,N,N,N,Y,1,Y,41.680000000000000,-121.500000000000000,24, , , , , , ,1,1, ,216961620020000.000000000000000,1433164,98.695067181799999,-125006.581861000000000,408008.000143999990000
4191,4192,4191,120140606041000000000000.000000000000000,6,2014,2,93,58536,2014,9,26,6700,CA,CA, , ,N,N,N,Y,1,Y,41.310000000000002,-122.440000000000000,24, , , , , , ,1,1, ,216961642020000.000000000000000,1520116,6.925727962790000,-204500.196658000000000,368540.555533999980000
4192,4193,4192,120140606041000000000000.000000000000000,6,2014,2,93,58579,2014,5,28,3900,CA,CAMIX, , ,N,N,N,Y,1,Y,41.390000000000001,-123.080000000000000,24, , , , , , ,1,1, ,216960149020000.000000000000000,310642,3233.501247810000200,-257726.754500000010000,375735.358100000010000
4193,4194,4193,120140606041000000000000.000000000000000,6,2014,2,93,59651,2014,10,29,3300,SO,CA, , ,N,N,N,Y,1,Y,41.969999999999999,-122.200000000000000,24, , , , , , ,1,1, ,216959299020000.000000000000000,308380,17.288683631900000,-182670.831249999990000,441226.518732000030000
4194,4195,4194,120140606041000000000000.000000000000000,6,2014,2,93,61642,2014,5,12,3900,SO,CAMIX, , ,N,N,N,Y,1,Y,41.289999999999999,-122.080000000000000,24, , , , , , ,1,1, ,216959900020000.000000000000000,1536486,164.396839346000010,-174534.619826000010000,365543.458110000010000
4195,4196,4195,120140606041000000000000.000000000000000,6,2014,2,93,61972,2014,5,8,3500,CA,CAMIX, , ,N,N,N,Y,2,N,41.439999999999998,-122.900000000000010,24, , , , , , ,1,1, ,216961701020000.000000000000000,304983,188.456611822000010,-242500.210100000000000,384197.960100000030000
4196,4197,4196,120140606041000000000000.000000000000000,6,2014,2,93,63910,2014,10,7,5300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.229999999999997,-123.040000000000010,24, , , , , , ,1,1, ,216961602020000.000000000000000,1584133,218.987885847999990,-254849.289800000000000,361032.604899999980000
4197,4198,4197,120140606041000000000000.000000000000000,6,2014,2,93,65470,2014,5,7,4900,CA,CAMIX, , ,N,N,N,Y,1,Y,41.280000000000001,-122.720000000000000,24, , , , , , ,1,1, ,216959638020000.000000000000000,305766,428.566113950999980,-228389.602000000010000,366111.095600000000000
4198,4199,4198,120140606041000000000000.000000000000000,6,2014,2,93,67309,2014,9,12,3900,CA,CA, , ,N,N,N,Y,3,N,41.250000000000000,-123.200000000000000,24, , , , , , ,1,1, ,216959450020000.000000000000000,303743,3.521479262610000,-268396.561387000020000,363771.866755000020000
4199,4200,4199,120140606041000000000000.000000000000000,6,2014,2,93,67880,2014,9,14,4700,NC,CAMIX, , ,N,N,N,Y,1,Y,41.539999999999999,-123.400000000000010,24, , , , , , ,1,1, ,216960934020000.000000000000000,1576006,142.060076334000000,-283942.507700000020000,396637.010899999990000
4200,4201,4200,120140606041000000000000.000000000000000,6,2014,2,93,68105,2014,9,29,6900,SO,CA, , ,N,N,N,Y,1,Y,41.799999999999997,-122.150000000000010,24, , , , , , ,1,1, ,216959209020000.000000000000000,308129,69.845285976000000,-178949.987700000000000,422352.253099999970000
4201,4202,4201,120140606041000000000000.000000000000000,6,2014,2,93,69453,2014,5,9,4500,SO,CAMIX, , ,N,N,N,Y,1,Y,41.340000000000003,-121.760000000000010,24, , , , , , ,1,1, ,216959801020000.000000000000000,2110509,157.233565061000010,-147609.150200000000000,370600.533379999980000
4202,4203,4202,120140606041000000000000.000000000000000,6,2014,2,93,70910,2014,7,30,3700,CA,CA, , ,N,N,N,Y,3,N,41.789999999999999,-122.650000000000010,24, , , , , , ,1,1, ,216959546020000.000000000000000,298011,264.428915533000010,-220861.305400000010000,422292.096200000030000
4203,4204,4203,120140606041000000000000.000000000000000,6,2014,2,93,71419,2014,5,21,3500,CA,CAMIX, , ,N,N,N,Y,2,N,41.950000000000003,-122.670000000000000,24, , , , , , ,1,1, ,216960540020000.000000000000000,309756,82.818964002499996,-221700.835900000010000,439962.582400000010000
4204,4205,4204,120140606041000000000000.000000000000000,6,2014,2,93,71826,2014,5,13,4900,SO,CA, , ,N,N,N,Y,1,Y,41.829999999999998,-121.840000000000000,24, , , , , , ,1,1, ,216960771020000.000000000000000,299256,167.870386223000000,-153079.429200000010000,425233.498499999990000
4205,4206,4205,120140606041000000000000.000000000000000,6,2014,2,93,73303,2014,9,13,3300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.189999999999998,-123.330000000000000,24, , , , , , ,1,1, ,216961083020000.000000000000000,1571931,43.950200485499998,-279485.509742999970000,357489.783564999990000
4206,4207,4206,120140606041000000000000.000000000000000,6,2014,2,93,74242,2014,10,16,7100,SO,CAMIX, , ,N,N,N,Y,1,Y,41.560000000000002,-121.630000000000000,24, , , , , , ,1,1, ,216961614020000.000000000000000,1585265,203.423102789000010,-136069.171700000010000,394617.864000000000000
4207,4208,4207,120140606041000000000000.000000000000000,6,2014,2,93,74521,2014,4,23,3100,CA,CA, , ,N,N,N,Y,3,N,41.579999999999998,-122.780000000000000,24, , , , , , ,1,1, ,216961553020000.000000000000000,312914,28.343860463399999,-232134.758193999990000,399257.963220999980000
4208,4209,4208,120140606041000000000000.000000000000000,6,2014,2,93,74548,2014,9,25,4300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.750000000000000,-122.800000000000000,24, , , , , , ,1,1, ,216958948020000.000000000000000,1587022,150.788047506999990,-233369.413500000000000,418142.918300000020000
4209,4210,4209,120140606041000000000000.000000000000000,6,2014,2,93,76408,2014,10,27,3700,SO,CA, , ,N,N,N,Y,1,Y,41.180000000000000,-121.440000000000000,24, , , , , , ,1,1, ,216961648020000.000000000000000,369862,330.189191818999970,-120867.135400000000000,352069.260499999970000
4210,4211,4210,120140606041000000000000.000000000000000,6,2014,2,93,79411,2014,10,17,4300,SO,CA, , ,N,N,N,Y,1,Y,41.390000000000001,-121.620000000000000,24, , , , , , ,1,1, ,216958687020000.000000000000000,1514432,1103.865831740000000,-134980.619500000000000,375044.381600000020000
4211,4212,4211,120140606041000000000000.000000000000000,6,2014,2,93,79674,2014,4,15,4700,SO,CA, , ,N,N,N,Y,1,Y,41.719999999999999,-121.670000000000000,24, , , , , , ,1,1, ,216959879020000.000000000000000,370613,45.626846982099998,-139127.787596000010000,412625.798231000020000
4212,4213,4212,120140606041000000000000.000000000000000,6,2014,2,93,80583,2014,7,8,5300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.299999999999997,-122.900000000000010,24, , , , , , ,1,1, ,216960156020000.000000000000000,305108,249.058407375000000,-243099.833407000000000,368758.719515000000000
4213,4214,4213,120140606041000000000000.000000000000000,6,2014,2,93,81366,2014,5,14,6100,SO,CA, , ,N,N,N,Y,1,Y,41.479999999999997,-122.099999999999990,24, , , , , , ,1,1, ,216960630020000.000000000000000,1572570,100.536260148000000,-175551.464773999990000,386801.386459000000000
4214,4215,4214,120140606041000000000000.000000000000000,6,2014,2,93,82828,2014,6,25,4300,CA,CAMIX, , ,N,N,N,Y,1,Y,41.189999999999998,-121.739999999999990,24, , , , , , ,1,1, ,216959577020000.000000000000000,1532807,49.779470476000000,-146118.213075999990000,353893.901000000010000
4215,4216,4215,120140606041000000000000.000000000000000,6,2014,2,93,84312,2014,10,22,2300,NC,CA, , ,N,N,N,Y,2,N,41.680000000000000,-123.400000000000010,24, , , , , , ,1,1, ,216959139020000.000000000000000,1586577,608.379286382000030,-283715.103400000020000,412579.281100000020000
4216,4217,4216,120140606041000000000000.000000000000000,6,2014,2,93,84650,2014,7,2,6300,CA,CA, , ,N,N,N,Y,1,Y,41.930000000000000,-123.000000000000000,24, , , , , , ,1,1, ,216958947020000.000000000000000,304832,34.420886127000003,-249249.780292999990000,438579.054641000000000
4217,4218,4217,120140606041000000000000.000000000000000,6,2014,2,93,84792,2014,7,1,3900,CA,CAMIX, , ,N,N,N,Y,1,Y,41.729999999999997,-123.120000000000000,24, , , , , , ,1,1, ,216961079020000.000000000000000,304457,1051.141626980000000,-260626.317600000010000,417562.588999999980000
4218,4219,4218,120140606041000000000000.000000000000000,6,2014,2,93,85372,2014,6,6,5900,CA,CAMIX, , ,N,N,N,Y,2,N,41.539999999999999,-123.060000000000000,24, , , , , , ,1,1, ,216960925020000.000000000000000,1594903,847.656438651000030,-254806.111999999990000,395305.835900000010000
4219,4220,4219,120140606041000000000000.000000000000000,6,2014,2,93,86394,2014,8,29,2100,NC,CAMIX, , ,N,N,N,Y,3,N,41.890000000000001,-123.330000000000000,24, , , , , , ,1,1, ,216959240020000.000000000000000,1685920,397.545192566000030,-277163.429999999990000,434929.340700000000000
4220,4221,4220,120140606041000000000000.000000000000000,6,2014,2,93,87202,2014,7,9,4500,SO,CA, , ,N,N,N,Y,2,N,41.829999999999998,-122.310000000000000,24, , , , , , ,1,1, ,216960102020000.000000000000000,1578902,216.989861608000010,-192232.714500000000000,426136.902500000030000
4221,4222,4221,120140606041000000000000.000000000000000,6,2014,2,93,88433,2014,4,28,3100,CA,CA, , ,N,N,N,Y,2,N,41.659999999999997,-122.620000000000000,24, , , , , , ,1,1, ,216959539020000.000000000000000,1604481,181.689621928000010,-218496.828211999990000,407929.672993000010000
4222,4223,4222,120140606041000000000000.000000000000000,6,2014,2,93,89572,2014,6,3,4900,CA,CAMIX, , ,N,N,N,Y,1,Y,41.039999999999999,-123.010000000000010,24, , , , , , ,1,1, ,216960933020000.000000000000000,311130,5870.645591319999800,-258261.371099999990000,342943.614999999990000
4223,4224,4223,120140606041000000000000.000000000000000,6,2014,2,93,89683,2014,10,23,3500,NC,CAMIX, , ,N,N,N,Y,1,Y,41.729999999999997,-123.260000000000010,24, , , , , , ,1,1, ,216959253020000.000000000000000,306391,130.501206540999990,-271664.442600000010000,417272.912599999980000
4224,4225,4224,120140606041000000000000.000000000000000,6,2014,2,93,90137,2014,9,16,4100,NC,CAMIX, , ,N,N,N,Y,1,Y,41.689999999999998,-123.599999999999990,24, , , , , , ,1,1, ,216961569020000.000000000000000,1578119,483.769487388000020,-300027.885000000010000,413272.608599999980000
4225,4226,4225,120140606041000000000000.000000000000000,6,2014,2,93,90228,2014,4,17,2700,SO,CA, , ,N,N,N,Y,1,Y,41.979999999999997,-122.340000000000000,24, , , , , , ,1,1, ,216959939020000.000000000000000,305566,16.281226616400001,-194268.459864000000000,442615.328151999970000
4226,4227,4226,120140606041000000000000.000000000000000,6,2014,2,93,90458,2014,9,11,5500,CA,CA, , ,N,N,N,Y,2,N,41.090000000000003,-123.209999999999990,24, , , , , , ,1,1, ,216959153020000.000000000000000,1593225,3371.458246730000200,-266821.555600000020000,347569.616800000020000
4227,4228,4227,120140606041000000000000.000000000000000,6,2014,2,93,91215,2014,5,20,5700,SO,CAMIX, , ,N,N,N,Y,1,Y,41.500000000000000,-121.790000000000010,24, , , , , , ,1,1, ,216958896020000.000000000000000,1589132,264.196858354000030,-149615.463461000010000,388130.644878000020000
4228,4229,4228,120140606041000000000000.000000000000000,6,2014,2,93,91598,2014,9,29,4700,SO,CA, , ,N,N,N,Y,1,Y,41.609999999999999,-121.910000000000000,24, , , , , , ,1,1, ,216961099020000.000000000000000,307574,106.820193011000000,-159459.063218000000000,400692.353210999980000
4229,4230,4229,120140606041000000000000.000000000000000,6,2014,2,93,93332,2014,9,2,5100,NC,CA, , ,N,N,N,Y,2,N,41.869999999999997,-123.610000000000000,24, , , , , , ,1,1, ,216961694020000.000000000000000,308178,3023.519173610000100,-302696.751999999980000,435361.724800000030000
4230,4231,4230,120140606041000000000000.000000000000000,6,2014,2,93,94963,2014,4,3,4500,SO,CA, , ,N,N,N,Y,3,N,41.680000000000000,-121.980000000000000,24, , , , , , ,1,1, ,216959568020000.000000000000000,1576544,206.206350242000010,-164897.977900000000000,408604.781599999990000
4231,4232,4231,120140606041000000000000.000000000000000,6,2014,2,93,95170,2014,6,24,5700,SO,CAMIX, , ,N,N,N,Y,1,Y,41.520000000000003,-121.500000000000000,24, , , , , , ,1,1, ,216958702020000.000000000000000,1432196,87.838390035100005,-125328.050349000000000,390108.612024999980000
4232,4233,4232,120140606041000000000000.000000000000000,6,2014,2,93,95219,2014,6,5,6500,CA,CAMIX, , ,N,N,N,Y,3,N,41.520000000000003,-123.060000000000000,24, , , , , , ,1,1, ,216959236020000.000000000000000,1575933,1354.730339239999900,-254902.727199999990000,392225.375200000010000
4233,4234,4233,120140606041000000000000.000000000000000,6,2014,2,93,97006,2014,7,3,2500,CA,CAMIX, , ,N,N,N,Y,1,Y,41.890000000000001,-123.140000000000000,24, , , , , , ,1,1, ,216960134020000.000000000000000,1582054,393.278949824999980,-260626.836630000010000,434621.807121000020000
4234,4235,4234,120140606041000000000000.000000000000000,6,2014,2,93,97303,2014,4,22,3500,SO,CA, , ,N,N,N,Y,1,Y,41.930000000000000,-122.530000000000000,24, , , , , , ,1,1, ,216960532020000.000000000000000,1581239,298.123522294999990,-209919.632764999990000,437381.249557000000000
4235,4236,4235,120140606041000000000000.000000000000000,6,2014,2,93,97822,2014,9,24,4100,NC,CAMIX, , ,N,N,N,Y,1,Y,41.840000000000003,-123.470000000000000,24, , , , , , ,1,1, ,216959138020000.000000000000000,307087,514.609986310999940,-288284.622199999980000,429597.812800000010000
4236,4237,4236,120140606041000000000000.000000000000000,6,2014,2,93,98975,2014,9,30,4300,SO,CA, , ,N,N,N,Y,1,Y,41.359999999999999,-121.450000000000000,24, , , , , , ,1,1, ,216958688020000.000000000000000,1425329,46.409650216099998,-121413.399475000000000,372409.460907000000000
4237,4238,4237,120140606041000000000000.000000000000000,6,2014,1,97,55348,2014,4,22,1900,NC,CA, , ,N,N,N,Y,2,N,38.659999999999997,-123.120000000000000,24, , , , , , ,1,1, ,216959216020000.000000000000000,2137169,52.077998515200001,-271175.723493000030000,75962.634341199999000
4238,4239,4238,120140606041000000000000.000000000000000,6,2014,1,97,62653,2014,4,7,900,NC,CA, , ,N,N,N,Y,2,N,38.640000000000001,-122.660000000000000,24, , , , , , ,1,1, ,216959150020000.000000000000000,121691,54.075768510099998,-231279.241039999990000,72614.889553999994000
4239,4240,4239,120140606041000000000000.000000000000000,6,2014,1,97,68711,2014,4,4,300,NC,CA, , ,N,N,N,Y,3,N,38.210000000000001,-122.459999999999990,24, , , , , , ,1,1, ,216959512020000.000000000000000,115060,206.105730515999990,-214975.681439000010000,24157.723055800001000
4240,4241,4240,120140606041000000000000.000000000000000,6,2014,1,97,71813,2014,4,15,900,NC,CA, , ,N,N,N,Y,1,Y,38.740000000000002,-123.270000000000000,24, , , , , , ,1,1, ,216961730020000.000000000000000,127099,447.422563739000000,-283558.682879999980000,85648.994152100000000
4241,4242,4241,120140606041000000000000.000000000000000,6,2014,1,97,82155,2014,4,14,700,NC,CA, , ,N,N,N,Y,1,Y,38.450000000000003,-122.950000000000000,24, , , , , , ,1,1, ,216960688020000.000000000000000,120606,223.813345889000000,-257331.536300000010000,52166.495799999997000
4242,4243,4242,120140606041000000000000.000000000000000,6,2014,1,97,84189,2014,4,23,900,NC,CA, , ,N,N,N,Y,2,N,38.640000000000001,-122.970000000000000,24, , , , , , ,1,1, ,216960714020000.000000000000000,118367,25.258875662600001,-258173.644731999990000,73386.625663200000000
4243,4244,4243,120140606041000000000000.000000000000000,6,2014,1,97,92525,2014,4,16,1500,NC,CA, , ,N,N,N,Y,2,N,38.829999999999998,-122.840000000000000,24, , , , , , ,1,1, ,216959302020000.000000000000000,119685,250.413158063000000,-246247.106200000010000,94382.908299999996000
4244,4245,4244,120140606041000000000000.000000000000000,6,2014,5,99,86753,2014,4,30,2500,CA,CA, , ,N,N,N,Y,2,N,37.259999999999998,-121.380000000000000,24, , , , , , ,1,1, ,216960403020000.000000000000000,1248931,3366.473401209999800,-120189.289000000000000,-85879.820999999996000
4245,4246,4245,120140606041000000000000.000000000000000,6,2014,5,99,88457,2014,10,8,2900,CA,CA, , ,N,N,N,Y,2,N,37.479999999999997,-121.450000000000000,24, , , , , , ,1,1, ,216958958020000.000000000000000,2137996,90.409288641000003,-128108.393797000000000,-58707.065841099997000
4246,4247,4246,120140606041000000000000.000000000000000,6,2014,5,99,97467,2014,10,10,700,CA,CA, , ,N,N,N,Y,2,N,37.210000000000001,-121.130000000000000,24, , , , , , ,1,1, ,216959278020000.000000000000000,1209471,144.726787511999990,-100227.553300000000000,-88925.175000000003000
4247,4248,4247,120140606041000000000000.000000000000000,6,2014,3,101,81286,2014,8,7,1100,CA,CA, , ,N,N,N,Y,1,Y,39.200000000000003,-121.790000000000010,24, , , , , , ,1,1, ,216959413020000.000000000000000,135335,204.958769907000000,-154259.664724000000000,133096.807789999990000
4248,4249,4248,120140606041000000000000.000000000000000,6,2014,3,103,51099,2014,5,14,3700,CA,CA, , ,N,N,N,Y,2,N,40.219999999999999,-121.640000000000000,24, , , , , , ,1,1, ,216961298020000.000000000000000,1387581,1037.258329309999900,-140559.682800000010000,246340.634800000000000
4249,4250,4249,120140606041000000000000.000000000000000,6,2014,3,103,56560,2014,8,25,5900,CA,CA, , ,N,N,N,Y,1,Y,40.369999999999997,-121.630000000000000,24, , , , , , ,1,1, ,216960495020000.000000000000000,257147,20.561954900500002,-138406.288355000000000,262725.562420999980000
4250,4251,4250,120140606041000000000000.000000000000000,6,2014,3,103,57968,2014,7,1,4900,CA,CAMIX, , ,N,N,N,Y,1,Y,40.250000000000000,-121.459999999999990,24, , , , , , ,1,1, ,216959065020000.000000000000000,1390261,16.376787437299999,-124182.236175000000000,249200.313505000000000
4251,4252,4251,120140606041000000000000.000000000000000,6,2014,3,103,60593,2014,5,13,2900,CA,CA, , ,N,N,N,Y,2,N,40.159999999999997,-121.709999999999990,24, , , , , , ,1,1, ,216959081020000.000000000000000,385734,1427.135447890000000,-144763.362700000000000,238407.863199999990000
4252,4253,4252,120140606041000000000000.000000000000000,6,2014,3,103,61739,2014,4,7,700,CA,CA, , ,N,N,N,Y,2,N,40.310000000000002,-122.250000000000000,24, , , , , , ,1,1, ,216961709020000.000000000000000,138752,47.096729696200001,-191221.377975000010000,257114.894216999990000
4253,4254,4253,120140606041000000000000.000000000000000,6,2014,3,103,63784,2014,8,11,5300,CA,CAMIX, , ,N,N,N,Y,2,N,40.000000000000000,-122.720000000000000,24, , , , , , ,1,1, ,216961286020000.000000000000000,1541623,284.576767480999990,-232117.809500000000000,224072.881300000010000
4254,4255,4254,120140606041000000000000.000000000000000,6,2014,3,103,66337,2014,5,19,1100,CA,CA, , ,N,N,N,Y,1,Y,40.140000000000001,-122.569999999999990,24, , , , , , ,1,1, ,216959239020000.000000000000000,138232,818.285370962999990,-218463.436500000010000,239662.736299999990000
4255,4256,4255,120140606041000000000000.000000000000000,6,2014,3,103,67973,2014,8,20,3100,CA,CAMIX, , ,N,N,N,Y,1,Y,40.109999999999999,-122.870000000000000,24, , , , , , ,1,1, ,216959969020000.000000000000000,1553266,4675.332376639999900,-240049.099300000000000,237618.304000000000000
4256,4257,4256,120140606041000000000000.000000000000000,6,2014,3,103,71426,2014,5,1,1900,CA,CA, , ,N,N,N,Y,1,Y,40.320000000000000,-121.950000000000000,24, , , , , , ,1,1, ,216959914020000.000000000000000,1392663,64.146503778899998,-165719.151000000010000,257766.376699999990000
4257,4258,4257,120140606041000000000000.000000000000000,6,2014,3,103,71553,2014,5,21,3900,CA,CAMIX, , ,N,N,N,Y,1,Y,40.259999999999998,-122.880000000000000,24, , , , , , ,1,1, ,216959635020000.000000000000000,142584,389.370272578000030,-245277.500900000010000,253165.512699999990000
4258,4259,4258,120140606041000000000000.000000000000000,6,2014,3,103,74179,2014,4,2,700,CA,CA, , ,N,N,N,Y,2,N,40.280000000000001,-122.580000000000000,24, , , , , , ,1,1, ,216961126020000.000000000000000,136341,6.990720614680000,-219334.242708000010000,254549.799983000000000
4259,4260,4259,120140606041000000000000.000000000000000,6,2014,3,103,76147,2014,5,12,3700,CA,CAMIX, , ,N,N,N,Y,1,Y,39.820000000000000,-122.680000000000010,24, , , , , , ,1,1, ,216960557020000.000000000000000,137612,89.246139881500000,-229215.752199999990000,203642.771500000000000
4260,4261,4260,120140606041000000000000.000000000000000,6,2014,3,103,83260,2014,10,21,2300,CA,CA, , ,N,N,N,Y,2,N,40.240000000000002,-121.780000000000000,24, , , , , , ,1,1, ,216959643020000.000000000000000,1387842,194.349306001000000,-151594.324200000000000,248624.177900000010000
4261,4262,4261,120140606041000000000000.000000000000000,6,2014,3,103,87593,2014,4,30,1700,CA,CA, , ,N,N,N,Y,2,N,40.200000000000003,-121.950000000000000,24, , , , , , ,1,1, ,216960100020000.000000000000000,138430,1781.413029310000000,-164486.679800000010000,245366.677399999990000
